Name,Monomer SMILES,Dimer SMILES,Trimer SMILES,RRU_Monomer SMILES,RRU_Dimer SMILES,RRU_Trimer SMILES
PNDI-C6,*c6ccc(CCCCCCc5ccc(c1cc3c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c(*)cc2c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c1c2c34)s5)s6,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCCCc4ccc(c5cc6c7c(c(-c8ccc(CCCCCCc9ccc(*)s9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)s4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCCCc4ccc(-c5cc6c7c(c(-c8ccc(CCCCCCc9ccc(c%10cc%11c%12c(c(-c%13ccc(CCCCCCc%14ccc(*)s%14)s%13)cc%13c%12c%10C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%13=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%11=O)s9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)s4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:ccc(s:1)CCCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)CCCCCCc1cc:C(:s1)C1:cc2c5c(c(cc6c5c:1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1ccc(s1)CCCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)CCCCCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1ccc(s1)CCCCCCc1ccc(s1)-c1cc5c6c(:C(:cc7c6c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)C1:ccc(s:1)CCCCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O
F4BDOPV-2T,*c9ccc(c8ccc(c7c(F)cc6c(=c4c(=O)oc5cc3c(=c1c(=O)n(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2c(F)c(*)c(F)cc12)c(=O)oc3cc45)c(=O)n(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6c7F)s8)s9,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C(=C2C(=O)Oc3cc4c(cc32)OC(=O)C4=C2C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c3c2cc(F)c(-c2ccc(-c4ccc(c5c(F)cc6c(c5F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C6=C5C(=O)Oc6cc7c(cc65)OC(=O)C7=C5C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6c5cc(F)c(-c5ccc(-c7ccc(*)s7)s5)c6F)s4)s2)c3F)c2cc(F)c(*)c(F)c21,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C(=C2C(=O)Oc3cc4c(cc32)OC(=O)C4=C2C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c3c2cc(F)c(-c2ccc(-c4ccc(-c5c(F)cc6c(c5F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C6=C5C(=O)Oc6cc7c(cc65)OC(=O)C7=C5C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6c5cc(F)c(-c5ccc(-c7ccc(c8c(F)cc9c(c8F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C9=C8C(=O)Oc9cc%10c(cc98)OC(=O)C%10=C8C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c9c8cc(F)c(-c8ccc(-c%10ccc(*)s%10)s8)c9F)s7)s5)c6F)s4)s2)c3F)c2cc(F)c(*)c(F)c21,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3cc(F)c(c4F)-c3ccc(s3)-c3cc:C(:s3)C3:c(F)cc2c1c:3F,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3cc(F):C(:c4F)C3:ccc(s:3)-c3ccc(s3)-c3c(F)cc4c(c3F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C4=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3cc(F)c(c4F)-c3ccc(s3)-c3ccc(s3)-c3c(F)cc2c1c3F,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)C2=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3cc(F)c(c4F)-c3ccc(s3)-c3ccc(s3)-c3c(F)cc4c(c3F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C4=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3cc(F)c(c4F)-c3ccc(s3)-c3cc:C(:s3)C3:c(F)cc4c(c:3F)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)C4=C3C(=O)Oc4cc5c(cc43)OC(=O)C5=C3C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c4c3cc(F)c(c4F)-c3ccc(s3)-c3ccc(s3)-c3c(F)cc2c1c3F
P1,*c7ccc(c6c5c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(c4ccc(c3cc(NC(=O)CCCCC)c(c2cnc(c1sc(*)cc1NC(=O)CCCCC)cn2)s3)s4)c5c(=O)n6CC(CCCCCCCCCC)CCCCCCCCCCCC)s7,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(NC(=O)CCCCC)c(-c5cnc(-c6sc(c7ccc(C8=C9C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%10ccc(-c%11cc(NC(=O)CCCCC)c(-c%12cnc(-c%13sc(*)cc%13NC(=O)CCCCC)cn%12)s%11)s%10)=C9C(=O)N8CC(CCCCCCCCCC)CCCCCCCCCCCC)s7)cc6NC(=O)CCCCC)cn5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(NC(=O)CCCCC)c(-c5cnc(-c6sc(-c7ccc(C8=C9C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%10ccc(-c%11cc(NC(=O)CCCCC)c(-c%12cnc(-c%13sc(c%14ccc(C%15=C%16C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%17ccc(-c%18cc(NC(=O)CCCCC)c(-c%19cnc(-c%20sc(*)cc%20NC(=O)CCCCC)cn%19)s%18)s%17)=C%16C(=O)N%15CC(CCCCCCCCCC)CCCCCCCCCCCC)s%14)cc%13NC(=O)CCCCC)cn%12)s%11)s%10)=C9C(=O)N8CC(CCCCCCCCCC)CCCCCCCCCCCC)s7)cc6NC(=O)CCCCC)cn5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4cc:C(:s4)C4:cc(NC(=O)CCCCC)c(s:4)-c4cnc(cn4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4cnc(cn4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc:C(:s4)C4:cc(NC(=O)CCCCC)c(s:4)-c4cnc(cn4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4cnc(cn4)-c4s:C(:cc4NC(=O)CCCCC)C4:ccc(s:4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4cnc(cn4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4cnc(cn4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC
DPP-T,*c5ccc(c4ccc(c3c2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(c1ccc(*)s1)c2c(=O)n3CC(CCCCCCCCCC)CCCCCCCCCCCC)s4)s5,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(c5ccc(C6=C7C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c8ccc(-c9ccc(*)s9)s8)=C7C(=O)N6CC(CCCCCCCCCC)CCCCCCCCCCCC)s5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c8ccc(-c9ccc(c%10ccc(C%11=C%12C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%13ccc(-c%14ccc(*)s%14)s%13)=C%12C(=O)N%11CC(CCCCCCCCCC)CCCCCCCCCCCC)s%10)s9)s8)=C7C(=O)N6CC(CCCCCCCCCC)CCCCCCCCCCCC)s5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc:C(:s4)C4:ccc(s:4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc:C(:s4)C4:ccc(s:4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc:C(:s4)C4:ccc(s:4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC
P4,CCCCCCCCCCCCc5cc(c4ccc(c1ccc(*)cc1S(=O)(=O)Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c4)c(C)cc5*,CCCCCCCCCCCCc1cc(-c2ccc(-c3ccc(c4cc(C)c(-c5ccc(-c6ccc(*)cc6S(=O)(=O)Oc6cc(C(C)(C)C)cc(C(C)(C)C)c6)c(S(=O)(=O)Oc6cc(C(C)(C)C)cc(C(C)(C)C)c6)c5)cc4CCCCCCCCCCCC)cc3S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2)c(C)cc1*,CCCCCCCCCCCCc1cc(-c2ccc(-c3ccc(-c4cc(C)c(-c5ccc(-c6ccc(c7cc(C)c(-c8ccc(-c9ccc(*)cc9S(=O)(=O)Oc9cc(C(C)(C)C)cc(C(C)(C)C)c9)c(S(=O)(=O)Oc9cc(C(C)(C)C)cc(C(C)(C)C)c9)c8)cc7CCCCCCCCCCCC)cc6S(=O)(=O)Oc6cc(C(C)(C)C)cc(C(C)(C)C)c6)c(S(=O)(=O)Oc6cc(C(C)(C)C)cc(C(C)(C)C)c6)c5)cc4CCCCCCCCCCCC)cc3S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2)c(C)cc1*,CCCCCCCCCCCCc1cc2c(C)c:C:1C1:ccc(c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c:1)-c1ccc-2cc1S(=O)(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,CCCCCCCCCCCCc1cc2c(C)c:C:1C1:ccc(c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c:1)-c1ccc(cc1S(=O)(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)-c1cc(CCCCCCCCCCCC)c(cc1C)-c1ccc(c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c1)-c1ccc-2cc1S(=O)(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,CCCCCCCCCCCCc1cc2c(C)cc1-c1ccc(c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c1)-c1ccc(cc1S(=O)(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)-c1cc(CCCCCCCCCCCC)c(cc1C)-c1ccc(c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c1)-c1ccc(cc1S(=O)(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)-c1cc(CCCCCCCCCCCC):C(:cc1C)C1:ccc(c(S(=O)(=O)Oc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c:1)-c1ccc-2cc1S(=O)(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1
PffBT4T-C9C13,*c6ccc(c5ccc(c4sc(c2c(F)c(F)c(c1cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(*)s1)c3nsnc23)cc4CC(CCCCCCCCC)CCCCCCCCCCC)s5)s6,CCCCCCCCCCCC(CCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(-c4ccc(-c5ccc(c6sc(-c7c(F)c(F)c(-c8cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(-c9ccc(-c%10ccc(*)s%10)s9)s8)c8nsnc78)cc6CC(CCCCCCCCC)CCCCCCCCCCC)s5)s4)s3)c3nsnc23)sc1*,CCCCCCCCCCCC(CCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(-c4ccc(-c5ccc(-c6sc(-c7c(F)c(F)c(-c8cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(-c9ccc(-c%10ccc(c%11sc(-c%12c(F)c(F)c(-c%13cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(-c%14ccc(-c%15ccc(*)s%15)s%14)s%13)c%13nsnc%12%13)cc%11CC(CCCCCCCCC)CCCCCCCCCCC)s%10)s9)s8)c8nsnc78)cc6CC(CCCCCCCCC)CCCCCCCCCCC)s5)s4)s3)c3nsnc23)sc1*,CCCCCCCCCCCC(CCCCCCCCC)Cc1cc2s:C:1C1:ccc(s:1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c-2c2nsnc12,CCCCCCCCCCCC(CCCCCCCCC)Cc1cc2s:C:1C1:ccc(s:1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c-2c2nsnc12,CCCCCCCCCCCC(CCCCCCCCC)Cc1cc2sc1-c1ccc(s1)-c1cc:C(:s1)C1:sc(cc:1CC(CCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(CC(CCCCCCCCC)CCCCCCCCCCC)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1CC(CCCCCCCCC)CCCCCCCCCCC)-c1c(F)c(F)c-2c2nsnc12
CP,*c4ccc(c3ccc2c1ccc(*)cc1n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c2c3)cc4,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc(*)ccc2c2ccc(-c3ccc(c4ccc5c6ccc(-c7ccc(*)cc7)cc6n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c5c4)cc3)cc21,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc(*)ccc2c2ccc(-c3ccc(c4ccc5c6ccc(-c7ccc(-c8ccc9c%10ccc(-c%11ccc(*)cc%11)cc%10n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c9c8)cc7)cc6n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c5c4)cc3)cc21,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2cc3ccc2c2cc:C(:cc21)C1:ccc-3cc:1,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2c:C3:ccc2c2ccc(cc21)-c1ccc(cc1)-c1ccc2c4ccc(cc4n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c2c1)-c1cc:C3:cc1,CCCCCCCCCCCCC(CCCCCCCCCCCC)n1c2c:C3:ccc2c2ccc(cc21)-c1ccc(cc1)-c1ccc2c4ccc(cc4n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c2c1)-c1ccc(cc1)-c1ccc2c4ccc(cc4n(C(CCCCCCCCCCCC)CCCCCCCCCCCC)c2c1)-c1cc:C3:cc1
DPP-3T,*c7ccc(c6ccc(c5ccc(c4ccc(c3c2c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(c1ccc(*)s1)c2c(=O)n3CC(CCCCCCCCCC)CCCCCCCCCCCC)s4)s5)s6)s7,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(c7ccc(C8=C9C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%10ccc(-c%11ccc(-c%12ccc(-c%13ccc(*)s%13)s%12)s%11)s%10)=C9C(=O)N8CC(CCCCCCCCCC)CCCCCCCCCCCC)s7)s6)s5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%10ccc(-c%11ccc(-c%12ccc(-c%13ccc(c%14ccc(C%15=C%16C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%17ccc(-c%18ccc(-c%19ccc(-c%20ccc(*)s%20)s%19)s%18)s%17)=C%16C(=O)N%15CC(CCCCCCCCCC)CCCCCCCCCCCC)s%14)s%13)s%12)s%11)s%10)=C9C(=O)N8CC(CCCCCCCCCC)CCCCCCCCCCCC)s7)s6)s5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4cc:C(:s4)C4:ccc(s:4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc:C(:s4)C4:ccc(s:4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4cc:C(:s4)C4:ccc(s:4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC
P3DDT,*c1cc(CCCCCCCCCCCC)c(*)s1,CCCCCCCCCCCCc1cc(c2sc(*)cc2CCCCCCCCCCCC)sc1*,CCCCCCCCCCCCc1cc(-c2sc(c3sc(*)cc3CCCCCCCCCCCC)cc2CCCCCCCCCCCC)sc1*,CCCCCCCCCCCCc1c:C2:s:C:12,CCCCCCCCCCCCc1cc2s:C:1C1:cc(CCCCCCCCCCCC)c-2s:1,CCCCCCCCCCCCc1c:C2:sc1-c1cc(CCCCCCCCCCCC)c(s1)-c1cc(CCCCCCCCCCCC):C2:s1
PffBT4T-C8C12,*c6ccc(c5ccc(c4sc(c2c(F)c(F)c(c1cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s1)c3nsnc23)cc4C(CCCCCCCC)CCCCCCCCCC)s5)s6,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(C(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc(c6sc(-c7c(F)c(F)c(-c8cc(C(CCCCCCCC)CCCCCCCCCC)c(-c9ccc(-c%10ccc(*)s%10)s9)s8)c8nsnc78)cc6CC(CCCCCCCC)CCCCCCCCCC)s5)s4)s3)c3nsnc23)sc1*,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(C(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc(-c6sc(-c7c(F)c(F)c(-c8cc(C(CCCCCCCC)CCCCCCCCCC)c(-c9ccc(-c%10ccc(c%11sc(-c%12c(F)c(F)c(-c%13cc(C(CCCCCCCC)CCCCCCCCCC)c(-c%14ccc(-c%15ccc(*)s%15)s%14)s%13)c%13nsnc%12%13)cc%11CC(CCCCCCCC)CCCCCCCCCC)s%10)s9)s8)c8nsnc78)cc6CC(CCCCCCCC)CCCCCCCCCC)s5)s4)s3)c3nsnc23)sc1*,CCCCCCCCCCC(CCCCCCCC)Cc1cc2s:C:1C1:ccc(s:1)-c1ccc(s1)-c1sc(cc1C(CCCCCCCC)CCCCCCCCCC)-c1c(F)c(F)c-2c2nsnc12,CCCCCCCCCCC(CCCCCCCC)Cc1cc2s:C:1C1:ccc(s:1)-c1ccc(s1)-c1sc(cc1C(CCCCCCCC)CCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(CC(CCCCCCCC)CCCCCCCCCC)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C(CCCCCCCC)CCCCCCCCCC)-c1c(F)c(F)c-2c2nsnc12,CCCCCCCCCCC(CCCCCCCC)Cc1cc2sc1-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C(CCCCCCCC)CCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(CC(CCCCCCCC)CCCCCCCCCC)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C(CCCCCCCC)CCCCCCCCCC)-c1c(F)c(F)c(c3nsnc13)-c1cc(CC(CCCCCCCC)CCCCCCCCCC):C(:s1)C1:ccc(s:1)-c1ccc(s1)-c1sc(cc1C(CCCCCCCC)CCCCCCCCCC)-c1c(F)c(F)c-2c2nsnc12
