index to extract,derived Rh (nm),normalized intensity (0-1),normalized intensity (0-1) corrected,intensity weighted average Rh (nm),intensity weighted average over log(Rh (nm))
151.0,"[1.967, 2.338, 3.309, 3.314, 4.084, 4.514, 4.868, 5.324, 6.467, 7.377, 8.431, 10.57, 13.337, 17.692, 19.52, 22.789, 28.21, 48.392, 77.559, 91.984, 125.191, 140.173, 163.981, 198.976, 207.737, 238.852, 267.58, 308.872, 342.845, 381.814, 518.31, 573.165, 622.804, 709.403, 837.029, 921.918, 1051.346, 1323.854, 1489.982, 1739.724, 2142.748, 2322.543, 2621.492, 3398.919, 4087.436, 7403.365, 9584.641, 11880.928, 18116.364, 30905.117, 49920.127]","[0.007, 0.005, 0.01, 0.017, 0.024, 0.026, 0.036, 0.051, 0.071, 0.082, 0.098, 0.103, 0.098, 0.082, 0.064, 0.05, 0.028, 0.0, 0.008, 0.015, 0.027, 0.043, 0.068, 0.089, 0.105, 0.13, 0.159, 0.183, 0.192, 0.205, 0.171, 0.159, 0.141, 0.151, 0.184, 0.23, 0.268, 0.402, 0.431, 0.458, 0.41, 0.377, 0.329, 0.211, 0.152, 0.07, 0.047, 0.036, 0.019, 0.018, 0.017]","[0.01528384 0.01091703 0.02183406 0.0371179  0.05240175 0.05676856
 0.07860262 0.11135371 0.15502183 0.1790393  0.2139738  0.22489083
 0.2139738  0.1790393  0.13973799 0.10917031 0.06113537 0.
 0.01746725 0.03275109 0.05895197 0.09388646 0.14847162 0.19432314
 0.22925764 0.28384279 0.34716157 0.39956332 0.41921397 0.44759825
 0.37336245 0.34716157 0.30786026 0.32969432 0.40174672 0.50218341
 0.58515284 0.87772926 0.94104803 1.         0.89519651 0.8231441
 0.71834061 0.46069869 0.33187773 0.15283843 0.10262009 0.07860262
 0.04148472 0.03930131 0.0371179 ]",1642.331351738241,578.9363265513947
152.0,"[61.027, 128.378, 261.468, 338.915, 442.866, 538.924, 623.809, 808.58, 1008.116, 1290.721, 1547.279, 1672.387, 1935.055, 2106.058, 2276.347, 2491.856, 2926.841, 3646.299, 4755.523, 7145.986]","[-0.008, -0.009, 0.007, 0.072, 0.182, 0.29, 0.416, 0.581, 0.726, 0.821, 0.745, 0.684, 0.508, 0.386, 0.225, 0.135, 0.044, -0.015, -0.016, -0.017]","[0.01073986 0.00954654 0.02863962 0.10620525 0.23747017 0.36634845
 0.51670644 0.71360382 0.88663484 1.         0.90930788 0.83651551
 0.62649165 0.48090692 0.28878282 0.18138425 0.07279236 0.00238663
 0.00119332 0.        ]",1346.912924553059,1200.4404657252858
153.0,"[1.456, 2.69, 3.919, 5.329, 7.368, 9.69, 12.117, 16.795, 20.99, 27.11, 31.572, 39.326, 44.996, 55.129, 73.634, 103.546, 140.815, 173.087, 205.792, 245.01, 323.372, 457.457, 563.652, 696.465, 802.054, 893.328, 1162.139, 1497.195, 1594.208, 1782.145, 2055.554, 2341.079, 2495.382, 2842.893, 3599.836, 4572.173, 5804.108, 7244.132, 9354.199, 11472.769, 13154.182, 17586.182, 22718.181, 34801.998, 48091.936, 59986.075, 74853.206]","[0.006, 0.006, 0.02, 0.022, 0.022, 0.034, 0.055, 0.083, 0.098, 0.098, 0.085, 0.06, 0.039, 0.021, 0.015, 0.012, 0.017, 0.037, 0.066, 0.112, 0.166, 0.233, 0.281, 0.362, 0.417, 0.481, 0.566, 0.536, 0.472, 0.379, 0.253, 0.178, 0.126, 0.055, 0.023, 0.027, 0.025, 0.023, 0.021, 0.015, 0.018, 0.023, 0.026, 0.027, 0.02, 0.011, 0.007]","[0.         0.         0.025      0.02857143 0.02857143 0.05
 0.0875     0.1375     0.16428571 0.16428571 0.14107143 0.09642857
 0.05892857 0.02678571 0.01607143 0.01071429 0.01964286 0.05535714
 0.10714286 0.18928571 0.28571429 0.40535714 0.49107143 0.63571429
 0.73392857 0.84821429 1.         0.94642857 0.83214286 0.66607143
 0.44107143 0.30714286 0.21428571 0.0875     0.03035714 0.0375
 0.03392857 0.03035714 0.02678571 0.01607143 0.02142857 0.03035714
 0.03571429 0.0375     0.025      0.00892857 0.00178571]",1648.7269245877337,738.0499375482432
178.0,"[0.418, 0.598, 0.854, 0.949, 1.064, 1.169, 1.27, 1.4, 1.523, 1.615, 1.855, 2.099, 2.493, 3.338, 3.954, 4.383, 4.862, 5.187, 5.66, 6.008, 6.452, 6.925, 8.006, 10.843, 15.83, 22.86, 27.241, 30.33, 34.062, 41.436, 54.429, 72.092, 82.539, 94.57, 112.486, 153.081, 215.528, 323.415, 468.184, 594.928, 702.003, 868.143, 1078.702, 1159.508, 1612.01, 2138.108, 2651.056, 3351.962, 4060.447, 5800.184, 8287.215, 11840.389]","[0.004, 0.005, 0.004, 0.135, 0.221, 0.289, 0.387, 0.486, 0.587, 0.677, 0.792, 0.889, 0.988, 0.991, 0.88, 0.791, 0.694, 0.614, 0.52, 0.433, 0.334, 0.243, 0.119, 0.032, 0.001, 0.015, 0.133, 0.227, 0.331, 0.418, 0.463, 0.382, 0.296, 0.199, 0.087, 0.026, 0.002, -0.003, 0.003, 0.102, 0.193, 0.276, 0.335, 0.315, 0.237, 0.134, 0.069, 0.004, -0.002, 0.002, 0.002, 0.002]","[0.00704225 0.00804829 0.00704225 0.138833   0.22535211 0.29376258
 0.39235412 0.49195171 0.59356137 0.68410463 0.79979879 0.89738431
 0.99698189 1.         0.88832998 0.79879276 0.70120724 0.62072435
 0.52615694 0.43863179 0.33903421 0.24748491 0.12273642 0.03521127
 0.00402414 0.01810865 0.13682093 0.23138833 0.3360161  0.42354125
 0.46881288 0.38732394 0.30080483 0.20321932 0.09054326 0.02917505
 0.00503018 0.         0.00603622 0.1056338  0.1971831  0.2806841
 0.34004024 0.31991952 0.24144869 0.13782696 0.07243461 0.00704225
 0.00100604 0.00503018 0.00503018 0.00503018]",154.39293363402058,9.076859010206096
179.0,"[0.208, 0.297, 0.424, 0.602, 0.854, 1.237, 1.767, 2.525, 3.381, 4.174, 4.969, 5.411, 5.792, 6.364, 7.014, 7.832, 8.895, 11.41, 13.529, 14.553, 15.834, 17.598, 18.865, 20.392, 21.479, 23.218, 24.454, 26.434, 30.405, 42.447, 61.717, 74.641, 82.538, 89.51, 97.749, 111.808, 123.809, 136.463, 160.492, 231.423, 265.295, 292.469, 340.007, 379.125, 424.708, 468.117, 527.242, 626.824, 761.505, 918.479, 1279.614, 1828.293, 2612.237, 3732.324, 5332.687, 7619.262, 10886.285, 15554.158, 22223.543, 27888.717, 37693.91, 48578.117]","[0.011, 0.011, 0.011, 0.009, 0.011, 0.011, 0.011, 0.011, 0.039, 0.138, 0.233, 0.345, 0.442, 0.567, 0.686, 0.82, 0.894, 0.977, 0.846, 0.772, 0.694, 0.6, 0.502, 0.417, 0.337, 0.237, 0.156, 0.062, 0.014, 0.011, 0.024, 0.14, 0.228, 0.304, 0.399, 0.5, 0.604, 0.699, 0.802, 0.855, 0.79, 0.716, 0.619, 0.534, 0.453, 0.377, 0.277, 0.177, 0.074, 0.026, 0.018, 0.059, 0.115, 0.148, 0.152, 0.128, 0.086, 0.05, 0.025, 0.017, 0.013, 0.013]","[0.00206612 0.00206612 0.00206612 0.         0.00206612 0.00206612
 0.00206612 0.00206612 0.03099174 0.13326446 0.23140496 0.34710744
 0.44731405 0.57644628 0.69938017 0.83780992 0.9142562  1.
 0.86466942 0.78822314 0.70764463 0.61053719 0.50929752 0.4214876
 0.33884298 0.23553719 0.1518595  0.05475207 0.00516529 0.00206612
 0.01549587 0.13533058 0.22623967 0.30475207 0.40289256 0.5072314
 0.61466942 0.71280992 0.81921488 0.87396694 0.80681818 0.7303719
 0.63016529 0.54235537 0.45867769 0.38016529 0.2768595  0.17355372
 0.06714876 0.01756198 0.00929752 0.05165289 0.10950413 0.14359504
 0.14772727 0.12293388 0.07954545 0.04235537 0.01652893 0.00826446
 0.00413223 0.00413223]",385.19729339879405,53.17425917300355
180.0,"[0.891, 1.479, 2.26, 3.054, 4.356, 4.941, 6.668, 9.09, 15.887, 26.785, 38.15, 45.688, 56.762, 61.087, 63.439, 69.106, 75.259, 79.977, 85.234, 99.438, 128.063, 143.268, 235.001, 308.178, 404.167, 437.957, 495.255, 551.83, 612.022, 695.097, 846.716, 1182.388, 1401.377, 2216.604, 3754.666, 6300.717, 10775.357, 17907.506, 30785.555, 41697.366, 48831.923, 54518.93, 63713.465, 71127.193, 90419.726, 144033.098, 163492.623, 194748.864, 223911.652, 261109.849, 347027.285, 440654.933, 734677.031, 1285204.327, 2017702.447]","[-0.006, -0.007, 0.026, 0.104, 0.183, 0.249, 0.13, 0.022, -0.011, -0.012, 0.012, 0.111, 0.215, 0.297, 0.397, 0.493, 0.593, 0.7, 0.778, 0.901, 0.947, 0.993, 0.845, 0.742, 0.638, 0.545, 0.452, 0.365, 0.277, 0.188, 0.112, -0.003, -0.025, -0.021, -0.022, -0.024, -0.025, -0.025, -0.023, 0.071, 0.155, 0.243, 0.349, 0.438, 0.63, 0.505, 0.422, 0.332, 0.239, 0.164, 0.086, -0.029, -0.032, -0.034, -0.034]","[0.02726388 0.02629017 0.05842259 0.13437196 0.21129503 0.27555988
 0.15968841 0.05452775 0.02239533 0.02142162 0.04479065 0.14118793
 0.24245375 0.32229796 0.41966894 0.51314508 0.61051607 0.71470302
 0.79065239 0.9104187  0.95520935 1.         0.85589094 0.75559883
 0.65433301 0.56377799 0.47322298 0.38851022 0.30282376 0.21616358
 0.14216164 0.030185   0.00876339 0.01265823 0.01168452 0.0097371
 0.00876339 0.00876339 0.01071081 0.10223953 0.18403116 0.26971762
 0.37293087 0.45959104 0.64654333 0.5248296  0.44401168 0.3563778
 0.26582278 0.19279455 0.11684518 0.00486855 0.00194742 0.
 0.        ]",32249.551720186828,660.2265052034599
181.0,"[0.493, 0.832, 1.402, 2.366, 3.648, 5.234, 6.286, 6.981, 11.13, 18.19, 30.657, 51.753, 73.44, 76.903, 85.481, 95.057, 103.872, 115.673, 126.313, 156.072, 217.305, 281.065, 324.47, 357.566, 380.73, 418.879, 459.222, 499.377, 617.214, 860.231, 934.087, 1575.621, 2309.201, 2956.075, 3608.589, 4150.281, 6322.814, 9252.764, 16124.59, 27181.08, 41417.26, 52133.083, 66249.357, 85596.214, 120753.428, 202860.239, 300830.008, 396628.102, 561080.595, 846187.307, 1294547.723, 2085676.74, 3361596.05]","[-0.004, -0.005, -0.005, 0.007, 0.067, 0.152, 0.215, 0.178, 0.065, -0.009, -0.012, 0.003, 0.063, 0.171, 0.282, 0.397, 0.528, 0.626, 0.741, 0.859, 0.982, 0.806, 0.696, 0.596, 0.509, 0.417, 0.321, 0.207, 0.107, -0.005, -0.026, -0.019, 0.006, 0.105, 0.202, 0.177, 0.112, 0.0, -0.025, -0.025, -0.018, 0.082, 0.186, 0.299, 0.398, 0.385, 0.287, 0.201, 0.106, 0.019, -0.035, -0.034, -0.035]","[3.04818092e-02 2.94985251e-02 2.94985251e-02 4.12979351e-02
 1.00294985e-01 1.83874140e-01 2.45821042e-01 2.09439528e-01
 9.83284169e-02 2.55653884e-02 2.26155359e-02 3.73647984e-02
 9.63618486e-02 2.02556539e-01 3.11701082e-01 4.24778761e-01
 5.53588987e-01 6.49950836e-01 7.63028515e-01 8.79056047e-01
 1.00000000e+00 8.26941986e-01 7.18780728e-01 6.20452311e-01
 5.34906588e-01 4.44444444e-01 3.50049164e-01 2.37954769e-01
 1.39626352e-01 2.94985251e-02 8.84955752e-03 1.57325467e-02
 4.03146509e-02 1.37659784e-01 2.33038348e-01 2.08456244e-01
 1.44542773e-01 3.44149459e-02 9.83284169e-03 9.83284169e-03
 1.67158309e-02 1.15044248e-01 2.17305801e-01 3.28416912e-01
 4.25762045e-01 4.12979351e-01 3.16617502e-01 2.32055064e-01
 1.38643068e-01 5.30973451e-02 0.00000000e+00 9.83284169e-04
 0.00000000e+00]",38838.398411688715,603.9973894228767
221.0,"[0.482, 0.634, 0.686, 0.787, 0.892, 1.035, 1.256, 1.36, 1.728, 1.982, 2.433, 2.854, 3.386, 3.882, 4.767, 5.528, 6.559, 7.961, 9.775, 13.147, 16.702]","[0.003, 0.006, 0.135, 0.271, 0.437, 0.609, 0.861, 0.897, 1.005, 0.972, 0.902, 0.781, 0.644, 0.559, 0.386, 0.309, 0.195, 0.129, 0.048, 0.009, 0.005]","[0.         0.00299401 0.13173653 0.26746507 0.43313373 0.60479042
 0.85628743 0.89221557 1.         0.96706587 0.89720559 0.77644711
 0.63972056 0.55489022 0.38223553 0.30538922 0.19161677 0.1257485
 0.04491018 0.00598802 0.00199601]",2.454023186813187,2.055347054180825
222.0,"[0.43, 0.641, 0.902, 1.023, 1.285, 1.473, 1.748, 1.982, 2.461, 3.425, 3.795, 4.713, 5.528, 6.71, 8.053, 9.339, 12.85, 17.087, 20.044]","[0.001, 0.003, 0.037, 0.169, 0.382, 0.559, 0.755, 0.864, 1.004, 1.015, 0.946, 0.795, 0.647, 0.437, 0.254, 0.081, 0.017, 0.007, 0.01]","[0.         0.00197239 0.03550296 0.16568047 0.37573964 0.55029586
 0.74358974 0.85108481 0.98915187 1.         0.93195266 0.78303748
 0.63708087 0.42998028 0.2495069  0.07889546 0.01577909 0.00591716
 0.00887574]",3.463714213962832,2.9781477397186142
223.0,"[0.872, 1.228, 1.36, 1.728, 1.959, 2.272, 2.461, 2.887, 3.425, 4.821, 5.403, 6.787, 7.782, 9.446, 10.831, 13.297, 19.15, 25.465]","[0.0, 0.0, 0.08, 0.314, 0.46, 0.643, 0.771, 0.885, 1.007, 0.968, 0.874, 0.708, 0.573, 0.367, 0.246, 0.084, 0.01, 0.006]","[0.         0.         0.07944389 0.31181728 0.45680238 0.63853029
 0.76564052 0.87884806 1.         0.9612711  0.86792453 0.70307845
 0.56901688 0.36444886 0.24428997 0.08341609 0.00993049 0.00595829]",4.64737456228114,4.013005211729878
224.0,"[2.489, 3.425, 3.972, 4.713, 5.282, 5.919, 6.71, 9.446, 10.708, 13.45, 14.734, 18.507, 20.274, 25.465, 37.094, 46.064]","[0.006, 0.009, 0.198, 0.42, 0.549, 0.724, 0.924, 1.017, 0.909, 0.753, 0.636, 0.385, 0.287, 0.071, 0.011, 0.009]","[0.         0.00296736 0.18991098 0.40949555 0.53709199 0.71018793
 0.90801187 1.         0.89317507 0.7388724  0.6231454  0.37487636
 0.27794263 0.06429278 0.0049456  0.00296736]",10.164513065179097,9.146402702785922
225.0,"[1.313, 1.495, 1.704, 2.508, 3.312, 4.259, 4.915, 7.103, 8.136, 9.384, 13.533, 18.535, 26.059, 30.471, 32.636, 34.084, 36.285, 39.553, 42.437, 45.463, 48.997, 51.815, 58.82, 67.107, 75.482, 77.759, 84.665, 92.92, 95.96, 99.028, 108.046, 122.275, 150.808, 253.791, 329.184, 1062.462, 1212.968, 1552.992, 1784.299, 2051.79, 2225.466, 2363.952, 2589.469, 3266.883, 3894.785]","[0.012, 0.008, 0.016, 0.027, 0.073, 0.125, 0.161, 0.099, 0.042, -0.008, -0.011, 0.001, 0.014, 0.196, 0.277, 0.323, 0.402, 0.479, 0.6, 0.687, 0.775, 0.864, 0.894, 0.931, 0.934, 0.827, 0.634, 0.388, 0.313, 0.212, 0.156, 0.123, 0.059, 0.053, 0.047, 0.049, 0.101, 0.215, 0.267, 0.304, 0.279, 0.204, 0.123, 0.024, 0.029]","[0.02433862 0.02010582 0.02857143 0.04021164 0.08888889 0.14391534
 0.18201058 0.11640212 0.05608466 0.0031746  0.         0.01269841
 0.02645503 0.21904762 0.3047619  0.35343915 0.43703704 0.51851852
 0.64656085 0.73862434 0.83174603 0.92592593 0.95767196 0.9968254
 1.         0.88677249 0.68253968 0.42222222 0.34285714 0.23597884
 0.17671958 0.14179894 0.07407407 0.06772487 0.06137566 0.06349206
 0.11851852 0.23915344 0.29417989 0.33333333 0.30687831 0.22751323
 0.14179894 0.03703704 0.04232804]",323.542543164626,83.13552828872753
226.0,"[1.321, 1.687, 2.167, 2.812, 3.602, 4.613, 5.905, 7.574, 9.726, 12.456, 15.991, 20.338, 26.387, 33.706, 40.683, 47.135, 54.52, 63.407, 75.661, 93.771, 120.031, 155.22, 190.7, 229.677, 273.02, 313.132, 384.059, 494.85, 636.825, 821.544, 1049.19, 1339.463, 1657.705]","[0.008, 0.005, 0.004, 0.002, 0.012, 0.024, 0.042, 0.038, 0.02, -0.012, -0.017, -0.024, -0.018, 0.018, 0.168, 0.312, 0.475, 0.643, 0.789, 0.907, 0.925, 0.827, 0.706, 0.541, 0.391, 0.244, 0.074, 0.034, 0.012, 0.009, 0.007, 0.005, 0.0]","[0.0337197  0.03055848 0.02950474 0.02739726 0.03793467 0.05057956
 0.06954689 0.06533193 0.04636459 0.01264489 0.00737619 0.
 0.00632244 0.04425711 0.20231823 0.3540569  0.52581665 0.7028451
 0.85669125 0.98103267 1.         0.8967334  0.76923077 0.59536354
 0.43730242 0.28240253 0.1032666  0.06111697 0.03793467 0.03477345
 0.03266596 0.03055848 0.02528978]",148.86238277031268,102.59242245794556
227.0,"[1.204, 1.543, 1.979, 2.537, 3.253, 4.167, 5.336, 6.831, 8.716, 11.231, 14.425, 18.532, 23.768, 30.449, 36.939, 42.186, 48.745, 56.644, 66.599, 82.678, 93.303, 105.987, 132.244, 156.664, 181.216, 204.65, 228.373, 275.245, 353.333, 453.097, 580.98, 2013.486]","[0.008, 0.005, -0.001, 0.001, 0.003, 0.039, 0.104, 0.17, 0.205, 0.168, 0.087, -0.006, -0.02, 0.018, 0.113, 0.264, 0.421, 0.59, 0.763, 0.887, 0.941, 0.895, 0.785, 0.613, 0.449, 0.3, 0.154, 0.049, 0.021, 0.013, 0.01, 0.0]","[0.02913632 0.02601457 0.01977107 0.02185224 0.0239334  0.06139438
 0.12903226 0.19771072 0.23413111 0.19562955 0.11134235 0.01456816
 0.         0.03954214 0.1383975  0.29552549 0.45889698 0.63475546
 0.81477627 0.94380853 1.         0.95213319 0.83766909 0.65868887
 0.4880333  0.33298647 0.18106139 0.07180021 0.04266389 0.03433923
 0.03121748 0.02081165]",103.36828956151456,71.99001334527578
228.0,"[1.773, 2.963, 3.539, 4.048, 5.729, 8.161, 11.293, 15.632, 21.924, 22.826, 26.148, 29.313, 33.276, 35.295, 40.207, 51.008, 63.031, 75.367, 86.813, 99.34, 108.714, 114.938, 147.118, 202.06, 281.631]","[-0.006, 0.024, 0.003, 0.037, 0.076, 0.072, 0.001, -0.016, 0.112, 0.195, 0.391, 0.573, 0.756, 0.941, 0.936, 0.962, 0.796, 0.634, 0.438, 0.253, 0.127, 0.053, 0.023, 0.004, 0.0]","[0.01022495 0.0408998  0.0194274  0.05419223 0.09406953 0.08997955
 0.01738241 0.         0.13087935 0.21574642 0.41615542 0.60224949
 0.78936605 0.97852761 0.97341513 1.         0.83026585 0.66462168
 0.46421268 0.27505112 0.14621677 0.07055215 0.0398773  0.0204499
 0.01635992]",49.97837944765575,42.621652821722186
232.0,"[2.56, 3.714, 5.386, 7.813, 11.321, 16.383, 23.81, 34.586, 50.166, 72.766, 105.548, 153.097, 222.068, 321.591, 420.448, 462.748, 485.416, 548.755, 642.897, 749.469, 865.938, 1044.038, 1378.267, 1999.445]","[0.001, 0.001, 0.001, 0.001, 0.018, 0.055, 0.024, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.027, 0.154, 0.366, 0.553, 0.951, 0.786, 0.471, 0.295, 0.118, 0.003, 0.001]","[0.         0.         0.         0.         0.01789474 0.05684211
 0.02421053 0.         0.         0.         0.         0.
 0.         0.02736842 0.16105263 0.38421053 0.58105263 1.
 0.82631579 0.49473684 0.30947368 0.12315789 0.00210526 0.        ]",595.8256060924369,544.4034787574013
233.0,"[176.71, 253.476, 331.944, 359.439, 384.261, 404.65, 425.84, 483.919, 670.134, 769.287, 866.921, 1020.303, 1400.695, 2933.895, 5529.348, 7276.792, 11191.801, 15694.338, 22948.168, 33522.783, 45470.744]","[0.029, 0.01, 0.068, 0.126, 0.27, 0.458, 0.654, 0.942, 0.69, 0.457, 0.244, 0.029, 0.029, 0.029, 0.029, 0.029, 0.184, 0.18, 0.085, 0.001, -0.005]","[0.03590285 0.01583949 0.07708553 0.13833157 0.29039071 0.48891235
 0.69588173 1.         0.73389652 0.48785639 0.26293559 0.03590285
 0.03590285 0.03590285 0.03590285 0.03590285 0.19957761 0.19535375
 0.09503696 0.0063358  0.        ]",2165.1346523799275,769.3227918533132
238.0,"[1.336, 2.357, 3.828, 4.974, 8.093, 14.067, 20.55, 34.991, 67.199, 94.697, 134.118, 202.581, 296.793, 365.994, 626.166, 1063.349, 1978.592, 2822.917, 7803.768, 19145.431, 49865.8, 83158.137, 92088.884, 103093.416, 115423.264, 121700.011, 133722.391, 215568.791, 241875.176, 294430.657, 350935.666, 436855.267, 562166.166, 880202.803]","[0.009, 0.011, 0.221, 0.352, 0.521, 0.438, 0.243, 0.045, 0.04, 0.206, 0.403, 0.608, 0.712, 0.649, 0.446, 0.291, 0.198, 0.037, 0.04, 0.052, 0.064, 0.165, 0.374, 0.574, 0.776, 0.9, 1.051, 1.019, 0.869, 0.628, 0.421, 0.236, 0.072, 0.066]","[0.         0.00191939 0.20345489 0.32917466 0.49136276 0.41170825
 0.22456814 0.03454894 0.02975048 0.1890595  0.378119   0.57485605
 0.67466411 0.61420345 0.4193858  0.2706334  0.18138196 0.0268714
 0.02975048 0.04126679 0.05278311 0.14971209 0.35028791 0.54222649
 0.73608445 0.85508637 1.         0.96928983 0.82533589 0.5940499
 0.39539347 0.21785029 0.06046065 0.0547025 ]",111331.04444742981,7162.219310749616
239.0,"[1.001, 1.369, 1.879, 2.809, 3.538, 4.598, 6.08, 7.355, 11.537, 14.512, 18.069, 22.256, 25.675, 34.535, 41.4, 58.288, 80.807, 112.078, 189.9, 329.765, 559.493, 1057.354, 2007.624, 3932.75, 7701.919, 15022.28, 30082.292, 58557.191, 103973.395, 137634.659, 155771.013, 167355.938, 208361.201, 273819.459, 379987.943, 434077.878, 500957.048, 736769.686, 1200641.575]","[0.007, 0.018, 0.08, 0.295, 0.503, 0.682, 0.863, 0.835, 0.7, 0.507, 0.328, 0.147, 0.037, 0.033, 0.013, 0.165, 0.363, 0.576, 0.69, 0.554, 0.355, 0.188, 0.044, 0.037, 0.039, 0.042, 0.044, 0.047, 0.144, 0.324, 0.531, 0.724, 1.053, 0.921, 0.676, 0.478, 0.265, 0.096, 0.058]","[0.         0.01051625 0.06978967 0.27533461 0.47418738 0.64531549
 0.81835564 0.791587   0.6625239  0.47801147 0.30688337 0.13384321
 0.02868069 0.0248566  0.00573614 0.15105163 0.34034417 0.54397706
 0.65296367 0.52294455 0.33269598 0.17304015 0.03537285 0.02868069
 0.03059273 0.0334608  0.03537285 0.03824092 0.13097514 0.30305927
 0.50095602 0.68546845 1.         0.87380497 0.63957935 0.45028681
 0.24665392 0.08508604 0.04875717]",109764.59703942678,1020.8010936884571
240.0,"[0.811, 1.038, 1.999, 3.486, 6.148, 9.834, 13.828, 23.219, 45.966, 79.1, 107.854, 125.268, 156.802, 245.251, 320.991, 401.761, 513.766, 738.992, 1294.904, 2542.177, 5034.361, 9625.378, 18533.17, 36266.948, 62464.68, 81605.334, 97053.899, 116127.497, 147513.297, 181957.779, 232684.756, 377804.362, 589848.319]","[-0.001, 0.006, 0.098, 0.328, 0.445, 0.324, 0.094, 0.021, 0.02, 0.108, 0.306, 0.492, 0.719, 0.844, 0.693, 0.527, 0.339, 0.132, 0.032, 0.034, 0.037, 0.039, 0.042, 0.046, 0.141, 0.384, 0.664, 1.059, 0.691, 0.362, 0.19, 0.056, 0.054]","[0.         0.00660377 0.09339623 0.31037736 0.42075472 0.30660377
 0.08962264 0.02075472 0.01981132 0.10283019 0.28962264 0.46509434
 0.67924528 0.79716981 0.65471698 0.49811321 0.32075472 0.1254717
 0.03113208 0.03301887 0.03584906 0.03773585 0.04056604 0.04433962
 0.13396226 0.36320755 0.62735849 1.         0.65283019 0.34245283
 0.18018868 0.05377358 0.05188679]",53298.88534779356,1711.9301955119456
241.0,"[0.797, 1.066, 1.572, 2.663, 4.267, 6.238, 7.726, 12.761, 17.208, 26.258, 51.562, 86.146, 115.089, 145.689, 213.611, 290.916, 319.819, 439.159, 555.444, 835.59, 980.177, 1650.677, 3181.79, 6218.211, 12108.734, 23666.779, 35720.048, 42904.94, 51471.951, 65560.133, 76930.347, 115501.394, 130572.776, 148373.133, 181573.863, 287361.439, 523953.524]","[0.01, 0.0, 0.06, 0.247, 0.445, 0.535, 0.516, 0.349, 0.164, 0.025, 0.025, 0.101, 0.296, 0.484, 0.707, 0.78, 0.715, 0.52, 0.336, 0.142, 0.09, 0.092, 0.05, 0.042, 0.045, 0.052, 0.234, 0.438, 0.622, 0.866, 1.04, 0.835, 0.634, 0.447, 0.248, 0.071, 0.058]","[0.00961538 0.         0.05769231 0.2375     0.42788462 0.51442308
 0.49615385 0.33557692 0.15769231 0.02403846 0.02403846 0.09711538
 0.28461538 0.46538462 0.67980769 0.75       0.6875     0.5
 0.32307692 0.13653846 0.08653846 0.08846154 0.04807692 0.04038462
 0.04326923 0.05       0.225      0.42115385 0.59807692 0.83269231
 1.         0.80288462 0.60961538 0.42980769 0.23846154 0.06826923
 0.05576923]",43911.17278800423,1853.4873918513947
246.0,"[0.755, 1.139, 1.766, 2.401, 2.925, 3.485, 4.154, 5.172, 7.139, 10.433, 12.163, 13.573, 15.279, 18.859, 26.784, 43.389, 60.287, 73.439, 91.444, 102.848, 152.38, 192.722, 256.288, 348.376, 528.423, 856.02, 1386.711, 2246.406, 3639.07, 5895.118, 9549.809, 15470.232, 25061.035, 40597.674, 65766.285, 106538.226, 172586.817, 279582.365, 452910.02, 643246.058]","[0.001, 0.008, 0.094, 0.237, 0.38, 0.518, 0.667, 0.833, 0.976, 0.77, 0.584, 0.438, 0.271, 0.116, -0.016, -0.002, 0.193, 0.366, 0.52, 0.598, 0.58, 0.458, 0.304, 0.143, 0.016, -0.008, 0.029, 0.061, 0.057, 0.026, -0.006, -0.026, -0.038, -0.043, -0.047, -0.048, -0.05, -0.051, -0.054, -0.054]","[0.05339806 0.06019417 0.14368932 0.28252427 0.42135922 0.55533981
 0.7        0.86116505 1.         0.8        0.61941748 0.4776699
 0.31553398 0.16504854 0.0368932  0.05048544 0.23980583 0.40776699
 0.55728155 0.63300971 0.61553398 0.49708738 0.34757282 0.19126214
 0.06796117 0.04466019 0.08058252 0.11165049 0.10776699 0.0776699
 0.04660194 0.02718447 0.01553398 0.01067961 0.00679612 0.00582524
 0.0038835  0.00291262 0.         0.        ]",571.8309011039141,24.474422969495674
