index to extract,derived Rh (nm),normalized intensity (0-1),normalized intensity (0-1) corrected,intensity weighted average Rh (nm),intensity weighted average over log(Rh (nm))
543.0,"[0.001, 0.006, 0.032, 0.087, 0.154, 0.365, 3.652, 10.0, 13.335, 36.517, 48.697, 64.938, 86.596, 486.968]","[-0.004, -0.014, 0.037, 0.199, 0.072, -0.026, -0.057, 0.183, 0.75, 0.912, 0.464, 0.232, 0.027, 0.0]","[0.05469556 0.04437564 0.09700722 0.26418989 0.13312693 0.03199174
 0.         0.24767802 0.83281734 1.         0.5376677  0.29824561
 0.08668731 0.05882353]",35.76057906521131,10.148985535104584
544.0,"[0.005, 0.013, 0.024, 0.042, 0.087, 0.154, 3.652, 10.0, 15.399, 31.623, 56.234, 74.989, 115.478, 177.828, 365.174, 1154.782, 2371.374, 3651.741, 23713.737]","[0.018, 0.011, 0.097, 0.183, 0.089, -0.005, -0.04, 0.177, 0.682, 0.916, 0.569, 0.343, 0.027, 0.0, 0.02, 0.326, 0.082, 0.012, 0.0]","[0.06066946 0.05334728 0.14330544 0.2332636  0.13493724 0.03661088
 0.         0.22698745 0.75523013 1.         0.63702929 0.40062762
 0.07008368 0.041841   0.06276151 0.38284519 0.12761506 0.05439331
 0.041841  ]",467.2312202952893,21.015131713856192
545.0,"[0.002, 0.009, 0.016, 0.029, 0.089, 0.22, 0.934, 2.873, 6.465, 40.136, 120.629, 303.967, 395.06, 473.338, 732.105, 1853.146, 4372.079, 32583.891]","[-0.017, -0.026, 0.033, -0.033, 0.006, -0.047, -0.057, -0.018, 0.055, -0.082, -0.012, -0.096, 0.34, 0.088, 0.882, 0.392, 0.014, 0.0]","[0.0807771  0.07157464 0.13190184 0.06441718 0.10429448 0.05010225
 0.0398773  0.0797546  0.15439673 0.01431493 0.08588957 0.
 0.44580777 0.18813906 1.         0.49897751 0.11247444 0.09815951]",1746.2261993650795,106.35843584288938
546.0,"[0.004, 0.012, 0.044, 0.124, 0.502, 2.766, 4.899, 9.531, 21.442, 48.551, 249.732, 1177.268, 1231.732, 1331.025, 2268.129, 4722.046, 7470.412, 13275.9, 20599.697, 43444.51, 109438.334, 335723.732, 824125.336]","[0.032, 0.034, 0.069, -0.013, -0.023, -0.045, 0.048, 0.162, 0.124, 0.065, -0.065, 0.097, 0.279, 0.688, 0.91, 0.797, 0.601, 0.349, 0.218, 0.062, 0.072, 0.0, 0.005]","[0.09948718 0.10153846 0.1374359  0.05333333 0.04307692 0.02051282
 0.11589744 0.23282051 0.19384615 0.13333333 0.         0.16615385
 0.35282051 0.77230769 1.         0.88410256 0.68307692 0.42461538
 0.29025641 0.13025641 0.14051282 0.06666667 0.07179487]",20841.17563546385,1057.5126201060984
547.0,"[0.028, 0.088, 0.195, 0.369, 0.757, 1.36, 2.078, 3.431, 4.977, 8.197, 14.352, 22.132, 26.691, 42.16, 58.086, 70.927, 125.402, 179.972, 318.199, 525.423, 810.28]","[0.002, 0.045, 0.054, -0.024, -0.04, 0.031, -0.021, -0.036, 0.049, 0.515, 0.907, 0.917, 0.719, 0.395, 0.122, 0.01, -0.03, -0.02, -0.06, -0.075, -0.065]","[0.07762097 0.12096774 0.13004032 0.05141129 0.03528226 0.10685484
 0.05443548 0.03931452 0.125      0.59475806 0.98991935 1.
 0.80040323 0.47379032 0.19858871 0.08568548 0.0453629  0.05544355
 0.01512097 0.         0.01008065]",25.930035814889337,12.607075772887768
548.0,"[0.022, 0.061, 0.117, 0.155, 0.455, 0.757, 1.66, 2.556, 3.442, 5.003, 5.859, 6.911, 11.568, 17.45, 24.716, 28.113, 45.734, 65.18, 115.883]","[-0.012, -0.017, 0.066, -0.022, -0.04, 0.044, -0.047, -0.049, 0.085, 0.28, 0.477, 0.772, 0.93, 0.644, 0.482, 0.271, 0.034, -0.042, -0.045]","[0.03779367 0.03268641 0.1174668  0.02757916 0.00919305 0.09499489
 0.0020429  0.         0.13687436 0.3360572  0.53728294 0.83861083
 1.         0.70786517 0.54239019 0.32686415 0.08478039 0.00715015
 0.0040858 ]",12.909150991142981,8.53425366165885
549.0,"[0.01, 0.024, 0.049, 0.075, 0.133, 0.392, 0.75, 1.241, 1.911, 3.162, 3.162, 4.532, 7.499, 11.548, 15.399, 17.783, 23.714, 25.483, 45.316, 60.43, 124.094, 205.353, 365.174, 1000.0, 2548.297]","[-0.011, 0.023, 0.069, -0.009, -0.025, -0.018, 0.067, -0.037, -0.014, 0.097, 0.249, 0.601, 0.915, 0.849, 0.607, 0.455, 0.25, 0.241, 0.048, 0.046, 0.093, 0.065, 0.036, 0.018, 0.0]","[0.02731092 0.06302521 0.11134454 0.02941176 0.01260504 0.01995798
 0.1092437  0.         0.02415966 0.1407563  0.30042017 0.67016807
 1.         0.93067227 0.67647059 0.51680672 0.30147059 0.29201681
 0.08928571 0.08718487 0.13655462 0.10714286 0.07668067 0.05777311
 0.03886555]",49.85142129963898,9.830561114062931
550.0,"[0.015, 0.056, 0.102, 0.171, 0.309, 0.609, 1.187, 2.297, 4.231, 5.892, 7.517, 9.7, 16.973, 22.409, 30.909, 46.622, 65.543, 110.612, 201.434, 357.184, 646.761]","[-0.036, -0.005, 0.005, -0.024, -0.052, 0.008, 0.004, -0.051, 0.061, 0.29, 0.43, 0.646, 0.912, 0.783, 0.448, 0.214, 0.007, 0.03, 0.065, 0.003, 0.0]","[0.01659751 0.04875519 0.05912863 0.02904564 0.         0.06224066
 0.05809129 0.00103734 0.11721992 0.35477178 0.5        0.72406639
 1.         0.86618257 0.5186722  0.27593361 0.06120332 0.08506224
 0.12136929 0.05705394 0.05394191]",34.309911801242244,14.460860882191591
551.0,"[0.263, 0.64, 1.45, 3.282, 5.125, 8.62, 10.0, 15.615, 21.017, 24.384, 47.579, 74.296, 92.841, 107.711, 124.961, 181.161, 262.636, 282.887, 304.699, 551.995, 928.415]","[-0.004, -0.009, -0.014, 0.032, 0.207, 0.381, 0.469, 0.441, 0.263, -0.017, -0.046, 0.002, 0.305, 0.532, 0.759, 0.909, 0.514, 0.261, 0.044, 0.003, 0.0]","[0.04397906 0.03874346 0.03350785 0.08167539 0.26492147 0.44712042
 0.53926702 0.50994764 0.32356021 0.03036649 0.         0.05026178
 0.36753927 0.6052356  0.84293194 1.         0.58638743 0.32146597
 0.09424084 0.0513089  0.04816754]",121.43769956652218,57.16893735782499
552.0,"[0.005, 0.014, 0.021, 0.038, 0.063, 0.107, 0.166, 0.28, 0.509, 1.338, 2.088, 3.252, 5.894, 9.839, 16.553, 25.926, 47.159, 61.634, 69.827, 115.471, 195.183, 364.284, 499.329, 505.07, 923.095, 1806.883, 4091.811]","[-0.022, -0.027, 0.022, 0.07, 0.016, -0.026, 0.023, 0.02, -0.034, -0.04, -0.029, 0.007, 0.003, 0.103, 0.1, 0.059, 0.005, 0.4, 0.72, 0.948, 0.881, 0.48, 0.235, 0.081, 0.046, 0.004, 0.0]","[0.01821862 0.01315789 0.06275304 0.11133603 0.05668016 0.01417004
 0.06376518 0.06072874 0.00607287 0.         0.0111336  0.04757085
 0.04352227 0.14473684 0.1417004  0.10020243 0.04554656 0.44534413
 0.76923077 1.         0.93218623 0.52631579 0.27834008 0.12246964
 0.08704453 0.04453441 0.04048583]",213.33424975609756,67.58762106684435
553.0,"[0.005, 0.01, 0.017, 0.024, 0.038, 0.068, 0.115, 0.18, 0.28, 0.637, 1.243, 2.613, 4.069, 6.355, 11.45, 20.71, 37.704, 74.078, 124.152, 224.336, 352.352, 630.72, 895.789, 1181.147, 1447.236, 2632.347, 3094.6, 4264.832, 4313.243, 7971.725, 12462.014]","[-0.021, -0.025, -0.015, 0.021, 0.057, 0.016, -0.013, 0.023, 0.02, -0.035, -0.026, -0.03, 0.006, 0.003, 0.076, 0.098, 0.031, -0.061, -0.013, 0.022, -0.057, 0.105, 0.381, 0.658, 0.923, 0.869, 0.691, 0.373, 0.221, 0.015, 0.0]","[0.04065041 0.03658537 0.04674797 0.08333333 0.1199187  0.07825203
 0.04878049 0.08536585 0.08231707 0.02642276 0.03556911 0.03150407
 0.06808943 0.06504065 0.13922764 0.16158537 0.09349593 0.
 0.04878049 0.08434959 0.00406504 0.16869919 0.44918699 0.73069106
 1.         0.94512195 0.76422764 0.44105691 0.28658537 0.07723577
 0.06199187]",1937.0867691811736,402.7424210174354
623.0,"[9.173, 15.346, 25.339, 37.625, 55.371, 76.69, 97.482, 137.361, 184.183, 230.753, 291.699, 363.569, 438.7, 539.115, 723.381, 994.672, 1639.003, 2358.586, 4326.185, 8551.475, 12259.321, 13793.047, 16886.043, 18022.672, 18526.54, 22147.945, 26642.008, 35040.478, 49614.271]","[0.063, 0.058, 0.076, 0.092, 0.176, 0.26, 0.399, 0.506, 0.566, 0.546, 0.458, 0.382, 0.282, 0.216, 0.117, 0.121, 0.116, 0.12, 0.128, 0.125, 0.254, 0.551, 1.111, 0.827, 0.464, 0.262, 0.128, 0.142, 0.135]","[0.00474834 0.         0.01709402 0.0322887  0.11206078 0.19183286
 0.32383666 0.42545109 0.48243115 0.4634378  0.37986705 0.30769231
 0.21272555 0.15004748 0.05603039 0.05982906 0.05508072 0.05887939
 0.06647673 0.06362773 0.18613485 0.46818613 1.         0.7302944
 0.38556505 0.19373219 0.06647673 0.07977208 0.07312441]",9069.42929675668,1906.8451781188655
624.0,"[14.259, 22.466, 29.956, 38.71, 51.543, 75.13, 101.597, 125.412, 155.028, 185.724, 229.744, 293.04, 404.025, 477.758, 548.479, 709.762, 863.88, 1261.877, 3988.65, 5479.968, 8899.729, 11094.746, 12043.493, 14231.352, 15237.6, 17364.305, 19766.94, 25283.936, 34761.835]","[0.083, 0.077, 0.081, 0.119, 0.169, 0.232, 0.271, 0.32, 0.323, 0.36, 0.339, 0.307, 0.207, 0.174, 0.118, 0.109, 0.123, 0.117, 0.131, 0.147, 0.141, 0.365, 0.657, 1.147, 0.892, 0.58, 0.303, 0.178, 0.17]","[0.00560748 0.         0.00373832 0.03925234 0.08598131 0.14485981
 0.18130841 0.2271028  0.22990654 0.26448598 0.24485981 0.21495327
 0.12149533 0.09065421 0.03831776 0.02990654 0.04299065 0.03738318
 0.05046729 0.06542056 0.05981308 0.26915888 0.54205607 1.
 0.76168224 0.47009346 0.21121495 0.09439252 0.08691589]",9739.36149409023,3037.6513692036497
625.0,"[13.494, 20.017, 31.549, 43.516, 58.349, 73.557, 108.027, 153.59, 201.798, 280.557, 372.704, 445.25, 589.05, 797.772, 1219.821, 1893.65, 2939.702, 5230.991, 7118.791, 7815.776, 9594.83, 10577.898, 11746.404, 12963.316, 15359.013, 17942.098, 20729.702, 25997.944, 29799.982]","[0.077, 0.082, 0.087, 0.125, 0.186, 0.234, 0.295, 0.334, 0.337, 0.296, 0.254, 0.211, 0.123, 0.127, 0.132, 0.138, 0.143, 0.15, 0.54, 0.735, 1.158, 0.898, 0.717, 0.468, 0.334, 0.211, 0.133, 0.125, 0.126]","[0.         0.00462535 0.00925069 0.04440333 0.10083256 0.14523589
 0.20166512 0.23774283 0.24051804 0.20259019 0.16373728 0.1239593
 0.04255319 0.04625347 0.05087882 0.05642923 0.06105458 0.06753006
 0.42830712 0.60869565 1.         0.75948196 0.5920444  0.36170213
 0.23774283 0.1239593  0.05180389 0.04440333 0.0453284 ]",7863.444896836312,3469.98539120479
626.0,"[14.909, 20.495, 29.935, 39.364, 48.051, 61.299, 80.744, 106.213, 139.522, 172.2, 206.258, 238.936, 261.319, 376.075, 638.961, 1171.469, 1818.617, 3542.609, 5094.803, 6225.603, 6989.393, 8144.264, 9273.476, 11382.591, 12774.666, 14097.065, 16879.428, 24654.313]","[0.091, 0.095, 0.099, 0.137, 0.219, 0.256, 0.35, 0.399, 0.402, 0.348, 0.305, 0.159, 0.115, 0.131, 0.126, 0.133, 0.15, 0.158, 0.151, 0.267, 0.587, 1.134, 0.92, 0.684, 0.492, 0.243, 0.189, 0.194]","[0.         0.00383509 0.00767018 0.04410355 0.12272291 0.15819751
 0.24832215 0.29530201 0.29817833 0.2464046  0.20517737 0.06519655
 0.02301055 0.03835091 0.03355705 0.04026846 0.05656759 0.06423778
 0.05752637 0.16874401 0.47555129 1.         0.79482263 0.56855225
 0.38446788 0.14573346 0.09395973 0.0987536 ]",6668.351478115604,2323.494278199617
627.0,"[9.585, 14.005, 20.478, 25.327, 32.359, 42.645, 53.645, 70.596, 88.742, 111.392, 137.521, 169.779, 209.452, 258.209, 322.828, 410.966, 531.347, 1319.551, 2276.169, 3224.206, 5001.846, 5673.089, 6273.931, 7364.036, 8265.342, 9828.297, 11678.371, 13126.654, 14093.684, 18162.964, 23491.78, 31319.022, 38152.651]","[0.042, 0.059, 0.099, 0.114, 0.2, 0.311, 0.385, 0.449, 0.499, 0.502, 0.457, 0.412, 0.344, 0.251, 0.123, 0.09, 0.07, 0.094, 0.089, 0.081, 0.075, 0.231, 0.554, 0.842, 1.153, 0.869, 0.562, 0.421, 0.267, 0.139, 0.131, 0.123, 0.137]","[0.         0.01530153 0.05130513 0.06480648 0.14221422 0.24212421
 0.30873087 0.36633663 0.41134113 0.4140414  0.37353735 0.3330333
 0.27182718 0.18811881 0.07290729 0.04320432 0.02520252 0.04680468
 0.04230423 0.03510351 0.02970297 0.17011701 0.46084608 0.72007201
 1.         0.74437444 0.4680468  0.34113411 0.20252025 0.08730873
 0.08010801 0.07290729 0.08550855]",5989.560788144271,1368.1936733673574
628.0,"[5.955, 10.495, 15.652, 22.925, 30.847, 40.186, 54.09, 67.097, 86.056, 101.683, 122.515, 142.822, 158.534, 204.634, 262.829, 398.871, 831.433, 1180.324, 1703.207, 2857.98, 4636.648, 5984.919, 6245.391, 6510.263, 7026.626, 7389.927, 8072.918, 8267.239, 9189.79, 12203.769, 18838.832, 24612.185]","[-0.009, 0.0, 0.009, 0.034, 0.077, 0.106, 0.145, 0.162, 0.179, 0.179, 0.145, 0.106, 0.055, -0.004, -0.004, -0.004, -0.009, -0.009, -0.004, -0.009, -0.009, 0.132, 0.421, 0.723, 1.009, 0.804, 0.545, 0.26, -0.009, -0.009, -0.013, -0.017]","[0.00779727 0.0165692  0.02534113 0.0497076  0.09161793 0.11988304
 0.15789474 0.17446394 0.19103314 0.19103314 0.15789474 0.11988304
 0.07017544 0.01267057 0.01267057 0.01267057 0.00779727 0.00779727
 0.01267057 0.00779727 0.00779727 0.14522417 0.42690058 0.72124756
 1.         0.80019493 0.54775828 0.26998051 0.00779727 0.00779727
 0.00389864 0.        ]",5251.589691096634,2117.2334462030553
629.0,"[6.542, 8.581, 11.939, 15.32, 20.184, 24.574, 32.203, 38.621, 49.39, 61.601, 78.464, 101.892, 132.653, 170.315, 215.342, 280.513, 376.147, 460.439, 597.577, 848.377, 1118.074, 1282.817, 1561.838, 1818.11, 2536.114, 3925.165]","[-0.007, -0.011, -0.001, 0.086, 0.221, 0.406, 0.613, 0.798, 0.929, 0.993, 0.978, 0.905, 0.799, 0.678, 0.561, 0.447, 0.349, 0.261, 0.197, 0.14, 0.071, 0.045, 0.029, 0.01, -0.013, -0.018]","[0.01088032 0.00692384 0.01681503 0.10286845 0.2363996  0.41938675
 0.62413452 0.80712166 0.93669634 1.         0.9851632  0.91295747
 0.80811078 0.6884273  0.5727003  0.45994065 0.36300692 0.27596439
 0.21266073 0.15628091 0.08803165 0.06231454 0.04648863 0.02769535
 0.0049456  0.        ]",168.97959553050129,96.36736253857775
630.0,"[3.198, 4.2, 7.242, 12.487, 21.287, 33.281, 55.18, 72.459, 95.148, 154.488, 187.539, 286.422, 344.882, 372.504, 487.801, 640.546, 1904.492, 4312.219, 5292.68, 5501.236, 6049.07, 6507.327, 7410.073, 8041.285, 8312.156, 8726.265, 8726.265, 9177.713, 9723.664, 9763.881, 9991.012, 13240.716, 17258.067, 39076.334]","[0.007, 0.008, 0.012, 0.065, 0.204, 0.381, 0.546, 0.582, 0.574, 0.463, 0.384, 0.176, 0.085, 0.04, 0.016, 0.016, 0.017, 0.018, 0.033, 0.143, 0.316, 0.472, 0.743, 0.921, 1.013, 0.715, 0.839, 0.45, 0.2, 0.125, 0.022, 0.02, 0.021, 0.022]","[0.00000000e+00 9.94035785e-04 4.97017893e-03 5.76540755e-02
 1.95825050e-01 3.71769384e-01 5.35785288e-01 5.71570577e-01
 5.63618290e-01 4.53280318e-01 3.74751491e-01 1.67992048e-01
 7.75347913e-02 3.28031809e-02 8.94632207e-03 8.94632207e-03
 9.94035785e-03 1.09343936e-02 2.58449304e-02 1.35188867e-01
 3.07157058e-01 4.62226640e-01 7.31610338e-01 9.08548708e-01
 1.00000000e+00 7.03777336e-01 8.27037773e-01 4.40357853e-01
 1.91848907e-01 1.17296223e-01 1.49105368e-02 1.29224652e-02
 1.39165010e-02 1.49105368e-02]",5214.886749442142,1510.8593059216985
631.0,"[5.868, 8.837, 12.504, 16.172, 20.88, 25.664, 31.72, 34.024, 36.231, 45.542, 52.92, 71.0, 90.264, 119.945, 153.381, 208.738, 274.885, 361.994, 465.873, 615.829, 787.951, 1084.572, 1381.662]","[0.013, 0.011, 0.017, 0.018, 0.027, 0.186, 0.387, 0.545, 0.668, 0.862, 1.001, 1.041, 0.985, 0.867, 0.718, 0.562, 0.417, 0.272, 0.162, 0.067, 0.049, 0.043, 0.044]","[0.00194175 0.         0.00582524 0.00679612 0.01553398 0.16990291
 0.36504854 0.5184466  0.63786408 0.82621359 0.96116505 1.
 0.94563107 0.83106796 0.68640777 0.53495146 0.39417476 0.25339806
 0.14660194 0.05436893 0.0368932  0.03106796 0.03203883]",121.53024790446663,83.8411908324313
632.0,"[31.159, 43.23, 54.434, 67.108, 78.332, 81.249, 88.624, 93.167, 98.601, 117.945, 152.809, 178.785, 218.867, 235.552, 289.815, 345.975, 431.571, 550.028, 648.728, 816.317, 1254.962]","[0.015, 0.019, 0.069, 0.232, 0.412, 0.551, 0.637, 0.735, 0.813, 0.968, 0.981, 0.904, 0.839, 0.765, 0.635, 0.497, 0.375, 0.187, 0.085, 0.037, 0.029]","[0.         0.00414079 0.05590062 0.22463768 0.41097308 0.55486542
 0.64389234 0.74534161 0.82608696 0.98654244 1.         0.92028986
 0.85300207 0.77639752 0.64182195 0.4989648  0.37267081 0.17805383
 0.07246377 0.02277433 0.01449275]",184.42770918690613,155.70440350044902
633.0,"[8.708, 14.735, 19.115, 22.254, 27.898, 33.888, 37.094, 39.398, 41.903, 47.792, 52.891, 64.777, 88.402, 98.101, 122.306, 149.588, 185.224, 221.023, 267.745, 343.55, 405.482, 513.206, 760.367]","[0.008, 0.009, 0.018, 0.056, 0.119, 0.277, 0.402, 0.519, 0.632, 0.782, 0.924, 1.008, 0.962, 0.896, 0.775, 0.613, 0.514, 0.376, 0.243, 0.136, 0.082, 0.015, 0.02]","[0.00e+00 1.00e-03 1.00e-02 4.80e-02 1.11e-01 2.69e-01 3.94e-01 5.11e-01
 6.24e-01 7.74e-01 9.16e-01 1.00e+00 9.54e-01 8.88e-01 7.67e-01 6.05e-01
 5.06e-01 3.68e-01 2.35e-01 1.28e-01 7.40e-02 7.00e-03 1.20e-02]",98.35178352532058,79.3714514015139
634.0,"[4.81, 7.543, 11.042, 23.696, 36.029, 47.922, 62.531, 77.604, 99.559, 121.481, 140.62, 187.866, 233.409, 289.566, 345.854, 440.764, 496.115, 595.838, 656.48, 711.398, 796.615, 907.625, 1092.074, 1161.397, 1277.244, 1333.521, 1548.177, 1736.188, 2291.476, 3785.341, 5447.981]","[0.038, 0.036, 0.038, 0.059, 0.1, 0.195, 0.269, 0.364, 0.442, 0.541, 0.631, 0.777, 0.885, 0.975, 1.027, 1.029, 0.995, 0.911, 0.831, 0.759, 0.666, 0.573, 0.51, 0.421, 0.32, 0.218, 0.142, 0.066, 0.072, 0.07, 0.077]","[0.0020141  0.         0.0020141  0.02316213 0.06445116 0.16012085
 0.2346425  0.33031219 0.40886203 0.50855992 0.59919436 0.74622356
 0.85498489 0.94561934 0.9979859  1.         0.96576032 0.88116818
 0.80060423 0.72809668 0.63444109 0.5407855  0.47734139 0.387714
 0.28600201 0.18328298 0.10674723 0.03021148 0.03625378 0.03423968
 0.04128902]",531.636057812863,382.1113827074199
635.0,"[3.46, 6.015, 9.252, 12.646, 16.317, 20.873, 25.905, 30.22, 35.407, 40.133, 45.95, 51.561, 56.783, 61.73, 78.965, 98.712, 132.229, 167.935, 195.629, 227.561, 303.95, 428.815, 567.017, 707.793, 919.872, 1168.267, 1773.804]","[0.036, 0.039, 0.046, 0.043, 0.057, 0.096, 0.172, 0.277, 0.37, 0.508, 0.667, 0.784, 0.856, 0.914, 1.003, 1.009, 0.964, 0.874, 0.783, 0.697, 0.561, 0.417, 0.31, 0.219, 0.112, 0.072, 0.066]","[0.         0.00308325 0.01027749 0.00719424 0.02158273 0.06166495
 0.1397739  0.24768756 0.34326824 0.48509764 0.64850976 0.76875642
 0.84275437 0.90236382 0.9938335  1.         0.95375128 0.86125385
 0.76772867 0.67934224 0.53956835 0.39157246 0.28160329 0.18807811
 0.07810894 0.03699897 0.03083248]",156.3854024590164,104.7584612827065
636.0,"[51.938, 71.961, 98.74, 126.024, 163.754, 209.473, 293.93, 369.319, 484.205, 579.594, 707.893, 880.214, 1119.259, 1350.796, 1575.226, 1724.059, 1961.606, 2292.646, 2667.583, 2970.163, 3354.281, 4012.084, 4397.719, 4947.963, 5335.251, 6391.07, 9427.586, 13288.036]","[-0.022, -0.023, -0.002, 0.058, 0.17, 0.286, 0.472, 0.636, 0.774, 0.848, 0.929, 0.963, 0.962, 0.91, 0.857, 0.769, 0.695, 0.599, 0.49, 0.402, 0.306, 0.227, 0.144, 0.087, 0.057, -0.018, -0.037, -0.038]","[1.59840160e-02 1.49850150e-02 3.59640360e-02 9.59040959e-02
 2.07792208e-01 3.23676324e-01 5.09490509e-01 6.73326673e-01
 8.11188811e-01 8.85114885e-01 9.66033966e-01 1.00000000e+00
 9.99000999e-01 9.47052947e-01 8.94105894e-01 8.06193806e-01
 7.32267732e-01 6.36363636e-01 5.27472527e-01 4.39560440e-01
 3.43656344e-01 2.64735265e-01 1.81818182e-01 1.24875125e-01
 9.49050949e-02 1.99800200e-02 9.99000999e-04 0.00000000e+00]",1439.337681575806,1051.7672764171366
637.0,"[23.112, 33.722, 47.575, 54.568, 66.918, 72.3, 80.364, 89.429, 109.751, 116.035, 138.727, 169.744, 202.183, 259.605, 284.813, 317.649, 381.191, 457.786, 529.211, 601.129, 770.704, 906.737, 1157.32, 1378.487, 1612.733, 1850.476, 2566.154]","[-0.016, -0.013, -0.019, -0.015, 0.01, 0.11, 0.279, 0.435, 0.652, 0.804, 0.925, 0.976, 0.941, 0.831, 0.753, 0.683, 0.56, 0.429, 0.342, 0.259, 0.166, 0.074, 0.034, -0.001, -0.028, -0.028, -0.034]","[0.01782178 0.02079208 0.01485149 0.01881188 0.04356436 0.14257426
 0.30990099 0.46435644 0.67920792 0.82970297 0.94950495 1.
 0.96534653 0.85643564 0.77920792 0.70990099 0.58811881 0.45841584
 0.37227723 0.29009901 0.1980198  0.10693069 0.06732673 0.03267327
 0.00594059 0.00594059 0.        ]",263.73335683654136,211.88027161233776
638.0,"[0.067, 0.143, 0.18, 0.26, 0.399, 0.528, 0.625, 0.952, 1.374, 2.221, 3.49, 5.643, 8.403, 13.174, 19.021, 29.888, 46.989, 59.225, 70.546, 81.583, 94.33, 112.299, 141.095, 172.368, 209.714, 277.877, 328.236, 410.263, 498.409, 622.615, 735.861, 972.864, 1250.831, 1478.891, 2254.402, 3444.255]","[0.012, 0.007, 0.008, 0.121, 0.247, 0.149, 0.117, 0.019, 0.02, 0.015, 0.017, 0.025, 0.118, 0.034, 0.035, 0.029, 0.044, 0.235, 0.426, 0.572, 0.71, 0.882, 0.961, 1.047, 0.989, 0.95, 0.845, 0.741, 0.629, 0.505, 0.42, 0.302, 0.198, 0.126, 0.048, 0.049]","[4.80769231e-03 0.00000000e+00 9.61538462e-04 1.09615385e-01
 2.30769231e-01 1.36538462e-01 1.05769231e-01 1.15384615e-02
 1.25000000e-02 7.69230769e-03 9.61538462e-03 1.73076923e-02
 1.06730769e-01 2.59615385e-02 2.69230769e-02 2.11538462e-02
 3.55769231e-02 2.19230769e-01 4.02884615e-01 5.43269231e-01
 6.75961538e-01 8.41346154e-01 9.17307692e-01 1.00000000e+00
 9.44230769e-01 9.06730769e-01 8.05769231e-01 7.05769231e-01
 5.98076923e-01 4.78846154e-01 3.97115385e-01 2.83653846e-01
 1.83653846e-01 1.14423077e-01 3.94230769e-02 4.03846154e-02]",305.2110353508773,152.01440709386614
639.0,"[0.093, 0.172, 0.293, 0.428, 0.521, 0.868, 1.913, 3.645, 6.16, 8.561, 10.545, 19.441, 39.947, 54.879, 60.98, 66.865, 75.969, 94.021, 121.688, 192.88, 294.66, 395.682, 502.767, 650.712, 906.602, 1344.56, 2385.053]","[0.023, 0.048, 0.142, 0.176, 0.135, 0.042, 0.03, 0.032, 0.053, 0.106, 0.074, 0.035, 0.045, 0.116, 0.316, 0.428, 0.585, 0.781, 0.958, 0.987, 0.832, 0.653, 0.527, 0.373, 0.211, 0.085, 0.052]","[0.         0.02593361 0.12344398 0.15871369 0.11618257 0.01970954
 0.00726141 0.0093361  0.03112033 0.08609959 0.05290456 0.01244813
 0.02282158 0.09647303 0.30394191 0.42012448 0.58298755 0.78630705
 0.96991701 1.         0.83921162 0.65352697 0.52282158 0.36307054
 0.19502075 0.06431535 0.03008299]",243.39328405315615,119.10941141590149
640.0,"[0.028, 0.052, 0.098, 0.165, 0.215, 0.27, 0.326, 0.424, 0.512, 0.741, 1.405, 2.529, 4.953, 8.894, 14.263, 27.326, 43.178, 57.259, 65.234, 72.071, 80.381, 95.875, 144.597, 230.392, 277.223, 331.257, 398.71, 488.613, 604.773, 769.675, 907.139]","[0.021, 0.022, 0.024, 0.073, 0.183, 0.34, 0.483, 0.329, 0.191, 0.049, 0.032, 0.033, 0.077, 0.119, 0.047, 0.04, 0.086, 0.201, 0.378, 0.512, 0.65, 0.835, 1.027, 0.863, 0.714, 0.605, 0.461, 0.31, 0.172, 0.059, 0.025]","[0.00000000e+00 9.94035785e-04 2.98210736e-03 5.16898608e-02
 1.61033797e-01 3.17097416e-01 4.59244533e-01 3.06163022e-01
 1.68986083e-01 2.78330020e-02 1.09343936e-02 1.19284294e-02
 5.56660040e-02 9.74155070e-02 2.58449304e-02 1.88866799e-02
 6.46123260e-02 1.78926441e-01 3.54870775e-01 4.88071571e-01
 6.25248509e-01 8.09145129e-01 1.00000000e+00 8.36978131e-01
 6.88866799e-01 5.80516899e-01 4.37375746e-01 2.87276342e-01
 1.50099404e-01 3.77733598e-02 3.97614314e-03]",164.72406016847168,49.093376304366664
